run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	bam_ftp
SRR7811008	PRJNA489760	SAMN09988839	SRX4662820	1504969	human blood metagenome	563a0e25e6e00e547610dbb77b7aa901;bd51985b84ac40327a7228b07eef238f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/008/SRR7811008/SRR7811008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/008/SRR7811008/SRR7811008_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/008/SRR7811008/SRR7811008_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/008/SRR7811008/SRR7811008_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/008/SRR7811008	
SRR7811009	PRJNA489760	SAMN09988909	SRX4662819	1504969	human blood metagenome	adf58ce16a19565b4101aa149539621e;45449f4811a5b768e0c8db6e4c360e6d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/009/SRR7811009/SRR7811009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/009/SRR7811009/SRR7811009_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/009/SRR7811009/SRR7811009_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/009/SRR7811009/SRR7811009_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/009/SRR7811009	
SRR7811010	PRJNA489760	SAMN09988910	SRX4662818	1504969	human blood metagenome	c7160d4c1eba62bd06d83f5e629109bb;880ea78ee216782233bc8ee2ab67379b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/000/SRR7811010/SRR7811010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/000/SRR7811010/SRR7811010_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/000/SRR7811010/SRR7811010_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/000/SRR7811010/SRR7811010_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/000/SRR7811010	
SRR7811015	PRJNA489760	SAMN09988905	SRX4662813	1504969	human blood metagenome	d804ebf54ec2a8d6f0fe58b64c541e28;d8eb39dba5373742eddefcaaa04fd69f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/005/SRR7811015/SRR7811015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/005/SRR7811015/SRR7811015_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/005/SRR7811015/SRR7811015_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/005/SRR7811015/SRR7811015_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/005/SRR7811015	
SRR7811014	PRJNA489760	SAMN09988904	SRX4662814	1504969	human blood metagenome	2b58a16f8171e514f4589f21c988546b;5c400727318ff9c521487860c5f894c0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/004/SRR7811014/SRR7811014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/004/SRR7811014/SRR7811014_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/004/SRR7811014/SRR7811014_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/004/SRR7811014/SRR7811014_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/004/SRR7811014	
SRR7811018	PRJNA489760	SAMN09988908	SRX4662810	1504969	human blood metagenome	655ef4a1d56f789d791f73993541de65;b1613d15677a9f957d1f528a05bf6ca8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/008/SRR7811018/SRR7811018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/008/SRR7811018/SRR7811018_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/008/SRR7811018/SRR7811018_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/008/SRR7811018/SRR7811018_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/008/SRR7811018	
SRR7811016	PRJNA489760	SAMN09988906	SRX4662812	1504969	human blood metagenome	534cbea1856c69608947255153ddaebb;26fa401dad7ea71746c955a7aae265e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/006/SRR7811016/SRR7811016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/006/SRR7811016/SRR7811016_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/006/SRR7811016/SRR7811016_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/006/SRR7811016/SRR7811016_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/006/SRR7811016	
SRR7811020	PRJNA489760	SAMN09988812	SRX4662808	408170	human gut metagenome	2ff7561a2a88881d9094c1986191a037;03c248afeeb1f5d650f443f41a55baf2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/000/SRR7811020/SRR7811020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/000/SRR7811020/SRR7811020_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/000/SRR7811020/SRR7811020_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/000/SRR7811020/SRR7811020_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/000/SRR7811020	
SRR7811026	PRJNA489760	SAMN09988818	SRX4662802	408170	human gut metagenome	bc10c59f54b38b1ee52d8dca8067605b;51520fda7afd9366bedbb16b6f2f1214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/006/SRR7811026/SRR7811026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/006/SRR7811026/SRR7811026_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/006/SRR7811026/SRR7811026_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/006/SRR7811026/SRR7811026_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/006/SRR7811026	
SRR7811022	PRJNA489760	SAMN09988814	SRX4662806	408170	human gut metagenome	d9307b27508c524253e94f0ab5bd67e8;33ac6baefe6dffe70dbe189435472cc8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/002/SRR7811022/SRR7811022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR781/002/SRR7811022/SRR7811022_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/002/SRR7811022/SRR7811022_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR781/002/SRR7811022/SRR7811022_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR781/002/SRR7811022	
