run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	bam_ftp
SRR25192333	PRJNA991093	SAMN36288422	SRX20940035	408170	human gut metagenome	6633e89b52bdad213f4d2ba9d34b08f6;36547c00cdc370c1f102b93cc457d6b3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/033/SRR25192333/SRR25192333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/033/SRR25192333/SRR25192333_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/033/SRR25192333/SRR25192333_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/033/SRR25192333/SRR25192333_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/033/SRR25192333.lite	
SRR25192336	PRJNA991093	SAMN36288491	SRX20940032	408170	human gut metagenome	8f78bb343eba7073059878cc3a85c757;97e1c0d5fc657703032dac08e4c82ed1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25192336/SRR25192336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25192336/SRR25192336_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/036/SRR25192336/SRR25192336_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/036/SRR25192336/SRR25192336_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/036/SRR25192336.lite	
SRR25192340	PRJNA991093	SAMN36288487	SRX20940028	408170	human gut metagenome	e850993358f885c9c8cbb34740168f9d;8295217e933acef716b07fc99aa9d687	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/040/SRR25192340/SRR25192340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/040/SRR25192340/SRR25192340_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/040/SRR25192340/SRR25192340_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/040/SRR25192340/SRR25192340_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/040/SRR25192340.lite	
SRR25192349	PRJNA991093	SAMN36288479	SRX20940019	408170	human gut metagenome	0ea1be89cb8632bc1e088fbc7e775205;2e37531ceaa14b396fab1388828f29ca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25192349/SRR25192349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25192349/SRR25192349_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/049/SRR25192349/SRR25192349_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/049/SRR25192349/SRR25192349_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/049/SRR25192349.lite	
SRR25192350	PRJNA991093	SAMN36288478	SRX20940018	408170	human gut metagenome	e1eada5cbc06297261b84aa5e5328c10;e0d6192c658bcf07dcbb2dce37abfd70	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25192350/SRR25192350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25192350/SRR25192350_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/050/SRR25192350/SRR25192350_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/050/SRR25192350/SRR25192350_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/050/SRR25192350.lite	
SRR25192361	PRJNA991093	SAMN36288468	SRX20940007	408170	human gut metagenome	e6708486cd3201c0ff55acbf0d798b18;f3f2d91a876c3d8dbc7ae5f9647b1ab8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/061/SRR25192361/SRR25192361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/061/SRR25192361/SRR25192361_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/061/SRR25192361/SRR25192361_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/061/SRR25192361/SRR25192361_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/061/SRR25192361.lite	
SRR25192368	PRJNA991093	SAMN36288462	SRX20940000	408170	human gut metagenome	716a928b0851127192f78365680e9639;6d6e4f0fdde3e8fe579a1c9a534cfdc4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/068/SRR25192368/SRR25192368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/068/SRR25192368/SRR25192368_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/068/SRR25192368/SRR25192368_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/068/SRR25192368/SRR25192368_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/068/SRR25192368.lite	
SRR25192370	PRJNA991093	SAMN36288460	SRX20939998	408170	human gut metagenome	1195620a2115398660a54230eb4e154e;e64a512a18b2fa8b7723e72d40234f76	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/070/SRR25192370/SRR25192370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/070/SRR25192370/SRR25192370_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/070/SRR25192370/SRR25192370_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/070/SRR25192370/SRR25192370_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/070/SRR25192370.lite	
SRR25192379	PRJNA991093	SAMN36288452	SRX20939989	408170	human gut metagenome	0e0f170fe03df2f18135fddf45b154ef;ebdbbdac385bed912eec2899dcedf288	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/079/SRR25192379/SRR25192379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/079/SRR25192379/SRR25192379_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/079/SRR25192379/SRR25192379_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/079/SRR25192379/SRR25192379_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/079/SRR25192379.lite	
SRR25192382	PRJNA991093	SAMN36288449	SRX20939986	408170	human gut metagenome	e08232a7290e86298d9d15f58ff28e84;5f611ff59f81e9061fb81df2361bd7e6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/082/SRR25192382/SRR25192382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/082/SRR25192382/SRR25192382_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/082/SRR25192382/SRR25192382_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR251/082/SRR25192382/SRR25192382_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/082/SRR25192382.lite	
